student_id,gender,grade_level,student_category,subject,score,pass_fail
1121,Female,12,Beginner,Science,50,Pass
1121,Female,12,Beginner,English,30,Fail
1121,Female,12,Beginner,History,41,Fail
1121,Female,12,Beginner,Computer Science,40,Fail
1122,Male,11,Beginner,Mathematics,48,Fail
1122,Male,11,Beginner,Science,66,Pass
1122,Male,11,Beginner,English,58,Pass
1122,Male,11,Beginner,History,35,Fail
1122,Male,11,Beginner,Computer Science,24,Fail
1123,Male,10,Beginner,Mathematics,39,Fail
1123,Male,10,Beginner,Science,57,Pass
1123,Male,10,Beginner,English,27,Fail
1123,Male,10,Beginner,History,63,Pass
1123,Male,10,Beginner,Computer Science,49,Fail
1124,Male,9,Advanced,Mathematics,84,Pass
1124,Male,9,Advanced,Science,64,Pass
1124,Male,9,Advanced,English,71,Pass
1124,Male,9,Advanced,History,94,Pass
1124,Male,9,Advanced,Computer Science,76,Pass
1125,Female,12,Beginner,Mathematics,50,Pass
1125,Female,12,Beginner,Science,52,Pass
1125,Female,12,Beginner,English,42,Fail
1125,Female,12,Beginner,History,57,Pass
1125,Female,12,Beginner,Computer Science,58,Pass
1126,Female,10,Advanced,Mathematics,93,Pass
1126,Female,10,Advanced,Science,89,Pass
1126,Female,10,Advanced,English,70,Pass
1126,Female,10,Advanced,History,67,Pass
1126,Female,10,Advanced,Computer Science,75,Pass
1127,Female,11,Intermediate,Mathematics,35,Fail
1127,Female,11,Intermediate,Science,55,Pass
1127,Female,11,Intermediate,English,61,Pass
1127,Female,11,Intermediate,History,80,Pass
1127,Female,11,Intermediate,Computer Science,75,Pass
1128,Female,10,Beginner,Mathematics,48,Fail
1128,Female,10,Beginner,Science,56,Pass
1128,Female,10,Beginner,English,57,Pass
1128,Female,10,Beginner,History,50,Pass
1128,Female,10,Beginner,Computer Science,44,Fail
1129,Female,12,Beginner,Mathematics,40,Fail
1129,Female,12,Beginner,Science,34,Fail
1129,Female,12,Beginner,English,71,Pass
1129,Female,12,Beginner,History,43,Fail
1129,Female,12,Beginner,Computer Science,59,Pass
1130,Male,12,Intermediate,Mathematics,37,Fail
1130,Male,12,Intermediate,Science,57,Pass
1130,Male,12,Intermediate,English,72,Pass
1130,Male,12,Intermediate,History,88,Pass
1130,Male,12,Intermediate,Computer Science,62,Pass
1131,Male,12,Intermediate,Mathematics,37,Fail
1131,Male,12,Intermediate,Science,45,Fail
1131,Male,12,Intermediate,English,74,Pass
1131,Male,12,Intermediate,History,80,Pass
1131,Male,12,Intermediate,Computer Science,59,Pass
1132,Female,9,Advanced,Mathematics,88,Pass
1132,Female,9,Advanced,Science,86,Pass
1132,Female,9,Advanced,English,62,Pass
1132,Female,9,Advanced,History,72,Pass
1132,Female,9,Advanced,Computer Science,84,Pass
1133,Male,9,Beginner,Mathematics,50,Pass
1133,Male,9,Beginner,Science,38,Fail
1133,Male,9,Beginner,English,48,Fail
1133,Male,9,Beginner,History,67,Pass
1133,Male,9,Beginner,Computer Science,67,Pass
1134,Male,11,Intermediate,Mathematics,78,Pass
1134,Male,11,Intermediate,Science,71,Pass
1134,Male,11,Intermediate,English,66,Pass
1134,Male,11,Intermediate,History,63,Pass
1134,Male,11,Intermediate,Computer Science,78,Pass
1135,Female,9,Beginner,Mathematics,59,Pass
1135,Female,9,Beginner,Science,26,Fail
1135,Female,9,Beginner,English,42,Fail
1135,Female,9,Beginner,History,68,Pass
1135,Female,9,Beginner,Computer Science,66,Pass
1136,Male,9,Intermediate,Mathematics,62,Pass
1136,Male,9,Intermediate,Science,43,Fail
1136,Male,9,Intermediate,English,82,Pass
1136,Male,9,Intermediate,History,88,Pass
1136,Male,9,Intermediate,Computer Science,44,Fail
1137,Male,11,Intermediate,Mathematics,36,Fail
1137,Male,11,Intermediate,Science,39,Fail
1137,Male,11,Intermediate,English,62,Pass
1137,Male,11,Intermediate,History,46,Fail
1137,Male,11,Intermediate,Computer Science,56,Pass
1138,Female,12,Intermediate,Mathematics,44,Fail
1138,Female,12,Intermediate,Science,52,Pass
1138,Female,12,Intermediate,English,75,Pass
1138,Female,12,Intermediate,History,69,Pass
1138,Female,12,Intermediate,Computer Science,74,Pass
1139,Male,10,Beginner,Mathematics,31,Fail
1139,Male,10,Beginner,Science,27,Fail
1139,Male,10,Beginner,English,66,Pass
1139,Male,10,Beginner,History,52,Pass
1139,Male,10,Beginner,Computer Science,62,Pass
1140,Male,12,Beginner,Mathematics,57,Pass
1140,Male,12,Beginner,Science,31,Fail
1140,Male,12,Beginner,English,41,Fail
1140,Male,12,Beginner,History,57,Pass
1140,Male,12,Beginner,Computer Science,63,Pass
1141,Female,11,Intermediate,Mathematics,77,Pass
1141,Female,11,Intermediate,Science,37,Fail
1141,Female,11,Intermediate,English,71,Pass
1141,Female,11,Intermediate,History,61,Pass
1141,Female,11,Intermediate,Computer Science,81,Pass
1142,Male,9,Beginner,Mathematics,48,Fail
1142,Male,9,Beginner,Science,44,Fail
1142,Male,9,Beginner,English,64,Pass
1142,Male,9,Beginner,History,47,Fail
1142,Male,9,Beginner,Computer Science,63,Pass
1143,Female,12,Intermediate,Mathematics,54,Pass
1143,Female,12,Intermediate,Science,49,Fail
1143,Female,12,Intermediate,English,66,Pass
1143,Female,12,Intermediate,History,73,Pass
1143,Female,12,Intermediate,Computer Science,44,Fail
1144,Female,11,Advanced,Mathematics,91,Pass
1144,Female,11,Advanced,Science,75,Pass
1144,Female,11,Advanced,English,80,Pass
1144,Female,11,Advanced,History,64,Pass
1144,Female,11,Advanced,Computer Science,83,Pass
1145,Male,9,Intermediate,Mathematics,73,Pass
1145,Male,9,Intermediate,Science,68,Pass
1145,Male,9,Intermediate,English,60,Pass
1145,Male,9,Intermediate,History,57,Pass
1145,Male,9,Intermediate,Computer Science,76,Pass
1146,Male,10,Intermediate,Mathematics,74,Pass
1146,Male,10,Intermediate,Science,53,Pass
1146,Male,10,Intermediate,English,85,Pass
1146,Male,10,Intermediate,History,85,Pass
1146,Male,10,Intermediate,Computer Science,81,Pass
1147,Male,9,Advanced,Mathematics,74,Pass
1147,Male,9,Advanced,Science,85,Pass
1147,Male,9,Advanced,English,64,Pass
1147,Male,9,Advanced,History,100,Pass
1147,Male,9,Advanced,Computer Science,81,Pass
1148,Male,9,Beginner,Mathematics,38,Fail
1148,Male,9,Beginner,Science,42,Fail
1148,Male,9,Beginner,English,53,Pass
1148,Male,9,Beginner,History,39,Fail
1148,Male,9,Beginner,Computer Science,35,Fail
1149,Female,11,Advanced,Mathematics,65,Pass
1149,Female,11,Advanced,Science,73,Pass
1149,Female,11,Advanced,English,92,Pass
1149,Female,11,Advanced,History,81,Pass
1149,Female,11,Advanced,Computer Science,79,Pass
1150,Female,9,Advanced,Mathematics,64,Pass
1150,Female,9,Advanced,Science,71,Pass
1150,Female,9,Advanced,English,87,Pass
1150,Female,9,Advanced,History,98,Pass
1150,Female,9,Advanced,Computer Science,81,Pass
1151,Female,9,Advanced,Mathematics,71,Pass
1151,Female,9,Advanced,Science,91,Pass
1151,Female,9,Advanced,English,69,Pass
1151,Female,9,Advanced,History,92,Pass
1151,Female,9,Advanced,Computer Science,81,Pass
1152,Female,12,Beginner,Mathematics,60,Pass
1152,Female,12,Beginner,Science,45,Fail
1152,Female,12,Beginner,English,33,Fail
1152,Female,12,Beginner,History,71,Pass
1152,Female,12,Beginner,Computer Science,37,Fail
1153,Male,11,Intermediate,Mathematics,74,Pass
1153,Male,11,Intermediate,Science,51,Pass
1153,Male,11,Intermediate,English,83,Pass
1153,Male,11,Intermediate,History,47,Fail
1153,Male,11,Intermediate,Computer Science,78,Pass
1154,Female,12,Intermediate,Mathematics,42,Fail
1154,Female,12,Intermediate,Science,45,Fail
1154,Female,12,Intermediate,English,44,Fail
1154,Female,12,Intermediate,History,45,Fail
1154,Female,12,Intermediate,Computer Science,57,Pass
1155,Male,9,Intermediate,Mathematics,50,Pass
1155,Male,9,Intermediate,Science,71,Pass
1155,Male,9,Intermediate,English,50,Pass
1155,Male,9,Intermediate,History,67,Pass
1155,Male,9,Intermediate,Computer Science,67,Pass
1156,Female,10,Intermediate,Mathematics,61,Pass
1156,Female,10,Intermediate,Science,78,Pass
1156,Female,10,Intermediate,English,48,Fail
1156,Female,10,Intermediate,History,74,Pass
1156,Female,10,Intermediate,Computer Science,77,Pass
1157,Female,9,Intermediate,Mathematics,79,Pass
1157,Female,9,Intermediate,Science,60,Pass
1157,Female,9,Intermediate,English,55,Pass
1157,Female,9,Intermediate,History,71,Pass
1157,Female,9,Intermediate,Computer Science,66,Pass
1158,Female,9,Advanced,Mathematics,78,Pass
1158,Female,9,Advanced,Science,91,Pass
1158,Female,9,Advanced,English,84,Pass
1158,Female,9,Advanced,History,66,Pass
1158,Female,9,Advanced,Computer Science,83,Pass
1159,Male,9,Intermediate,Mathematics,64,Pass
1159,Male,9,Intermediate,Science,42,Fail
1159,Male,9,Intermediate,English,84,Pass
1159,Male,9,Intermediate,History,56,Pass
1159,Male,9,Intermediate,Computer Science,79,Pass
1160,Male,9,Beginner,Mathematics,41,Fail
1160,Male,9,Beginner,Science,37,Fail
1160,Male,9,Beginner,English,35,Fail
1160,Male,9,Beginner,History,64,Pass
1160,Male,9,Beginner,Computer Science,36,Fail
1161,Male,10,Advanced,Mathematics,69,Pass
1161,Male,10,Advanced,Science,78,Pass
1161,Male,10,Advanced,English,71,Pass
1161,Male,10,Advanced,History,100,Pass
1161,Male,10,Advanced,Computer Science,58,Pass
1162,Male,10,Intermediate,Mathematics,69,Pass
1162,Male,10,Intermediate,Science,53,Pass
1162,Male,10,Intermediate,English,53,Pass
1162,Male,10,Intermediate,History,50,Pass
1162,Male,10,Intermediate,Computer Science,80,Pass
1163,Male,9,Advanced,Mathematics,77,Pass
1163,Male,9,Advanced,Science,72,Pass
1163,Male,9,Advanced,English,99,Pass
1163,Male,9,Advanced,History,83,Pass
1163,Male,9,Advanced,Computer Science,59,Pass
1164,Female,9,Advanced,Mathematics,63,Pass
1164,Female,9,Advanced,Science,83,Pass
1164,Female,9,Advanced,English,95,Pass
1164,Female,9,Advanced,History,70,Pass
1164,Female,9,Advanced,Computer Science,62,Pass
1165,Female,11,Intermediate,Mathematics,67,Pass
1165,Female,11,Intermediate,Science,74,Pass
1165,Female,11,Intermediate,English,48,Fail
1165,Female,11,Intermediate,History,71,Pass
1165,Female,11,Intermediate,Computer Science,70,Pass
1166,Male,11,Advanced,Mathematics,84,Pass
1166,Male,11,Advanced,Science,58,Pass
1166,Male,11,Advanced,English,65,Pass
1166,Male,11,Advanced,History,93,Pass
1166,Male,11,Advanced,Computer Science,83,Pass
1167,Male,12,Intermediate,Mathematics,80,Pass
1167,Male,12,Intermediate,Science,65,Pass
1167,Male,12,Intermediate,English,46,Fail
1167,Male,12,Intermediate,History,48,Fail
1167,Male,12,Intermediate,Computer Science,58,Pass
1168,Male,9,Beginner,Mathematics,28,Fail
1168,Male,9,Beginner,Science,39,Fail
1168,Male,9,Beginner,English,66,Pass
1168,Male,9,Beginner,History,68,Pass
1168,Male,9,Beginner,Computer Science,60,Pass
1169,Female,12,Beginner,Mathematics,58,Pass
1169,Female,12,Beginner,Science,55,Pass
1169,Female,12,Beginner,English,45,Fail
1169,Female,12,Beginner,History,57,Pass
1169,Female,12,Beginner,Computer Science,55,Pass
1170,Female,9,Beginner,Mathematics,64,Pass
1170,Female,9,Beginner,Science,29,Fail
1170,Female,9,Beginner,English,68,Pass
1170,Female,9,Beginner,History,69,Pass
1170,Female,9,Beginner,Computer Science,58,Pass
1171,Male,12,Beginner,Mathematics,48,Fail
1171,Male,12,Beginner,Science,36,Fail
1171,Male,12,Beginner,English,53,Pass
1171,Male,12,Beginner,History,49,Fail
1171,Male,12,Beginner,Computer Science,52,Pass
1172,Female,9,Intermediate,Mathematics,55,Pass
1172,Female,9,Intermediate,Science,64,Pass
1172,Female,9,Intermediate,English,62,Pass
1172,Female,9,Intermediate,History,85,Pass
1172,Female,9,Intermediate,Computer Science,54,Pass
1173,Male,12,Intermediate,Mathematics,39,Fail
1173,Male,12,Intermediate,Science,42,Fail
1173,Male,12,Intermediate,English,47,Fail
1173,Male,12,Intermediate,History,48,Fail
1173,Male,12,Intermediate,Computer Science,65,Pass
1174,Female,10,Advanced,Mathematics,90,Pass
1174,Female,10,Advanced,Science,60,Pass
1174,Female,10,Advanced,English,99,Pass
1174,Female,10,Advanced,History,98,Pass
1174,Female,10,Advanced,Computer Science,93,Pass
1175,Male,12,Intermediate,Mathematics,57,Pass
1175,Male,12,Intermediate,Science,79,Pass
1175,Male,12,Intermediate,English,69,Pass
1175,Male,12,Intermediate,History,46,Fail
1175,Male,12,Intermediate,Computer Science,56,Pass
1176,Female,11,Beginner,Mathematics,26,Fail
1176,Female,11,Beginner,Science,58,Pass
1176,Female,11,Beginner,English,59,Pass
1176,Female,11,Beginner,History,41,Fail
1176,Female,11,Beginner,Computer Science,32,Fail
1177,Female,10,Beginner,Mathematics,26,Fail
1177,Female,10,Beginner,Science,44,Fail
1177,Female,10,Beginner,English,62,Pass
1177,Female,10,Beginner,History,51,Pass
1177,Female,10,Beginner,Computer Science,30,Fail
1178,Male,12,Intermediate,Mathematics,70,Pass
1178,Male,12,Intermediate,Science,76,Pass
1178,Male,12,Intermediate,English,81,Pass
1178,Male,12,Intermediate,History,86,Pass
1178,Male,12,Intermediate,Computer Science,79,Pass
1179,Male,11,Beginner,Mathematics,21,Fail
1179,Male,11,Beginner,Science,33,Fail
1179,Male,11,Beginner,English,44,Fail
1179,Male,11,Beginner,History,72,Pass
1179,Male,11,Beginner,Computer Science,42,Fail
1180,Female,9,Intermediate,Mathematics,46,Fail
1180,Female,9,Intermediate,Science,46,Fail
1180,Female,9,Intermediate,English,78,Pass
1180,Female,9,Intermediate,History,85,Pass
1180,Female,9,Intermediate,Computer Science,63,Pass
1181,Male,9,Advanced,Mathematics,60,Pass
1181,Male,9,Advanced,Science,90,Pass
1181,Male,9,Advanced,English,75,Pass
1181,Male,9,Advanced,History,87,Pass
1181,Male,9,Advanced,Computer Science,84,Pass
1182,Female,10,Intermediate,Mathematics,58,Pass
1182,Female,10,Intermediate,Science,56,Pass
1182,Female,10,Intermediate,English,62,Pass
1182,Female,10,Intermediate,History,79,Pass
1182,Female,10,Intermediate,Computer Science,76,Pass
1183,Male,10,Advanced,Mathematics,65,Pass
1183,Male,10,Advanced,Science,96,Pass
1183,Male,10,Advanced,English,65,Pass
1183,Male,10,Advanced,History,68,Pass
1183,Male,10,Advanced,Computer Science,75,Pass
1184,Female,12,Intermediate,Mathematics,73,Pass
1184,Female,12,Intermediate,Science,65,Pass
1184,Female,12,Intermediate,English,68,Pass
1184,Female,12,Intermediate,History,60,Pass
1184,Female,12,Intermediate,Computer Science,51,Pass
1185,Male,11,Beginner,Mathematics,47,Fail
1185,Male,11,Beginner,Science,29,Fail
1185,Male,11,Beginner,English,45,Fail
1185,Male,11,Beginner,History,71,Pass
1185,Male,11,Beginner,Computer Science,66,Pass
1186,Female,11,Beginner,Mathematics,22,Fail
1186,Female,11,Beginner,Science,36,Fail
1186,Female,11,Beginner,English,52,Pass
1186,Female,11,Beginner,History,66,Pass
1186,Female,11,Beginner,Computer Science,26,Fail
1187,Male,11,Advanced,Mathematics,68,Pass
1187,Male,11,Advanced,Science,65,Pass
1187,Male,11,Advanced,English,78,Pass
1187,Male,11,Advanced,History,81,Pass
1187,Male,11,Advanced,Computer Science,78,Pass
1188,Male,12,Advanced,Mathematics,82,Pass
1188,Male,12,Advanced,Science,68,Pass
1188,Male,12,Advanced,English,70,Pass
1188,Male,12,Advanced,History,87,Pass
1188,Male,12,Advanced,Computer Science,92,Pass
1189,Male,11,Beginner,Mathematics,24,Fail
1189,Male,11,Beginner,Science,47,Fail
1189,Male,11,Beginner,English,29,Fail
1189,Male,11,Beginner,History,55,Pass
1189,Male,11,Beginner,Computer Science,24,Fail
1190,Male,11,Intermediate,Mathematics,71,Pass
1190,Male,11,Intermediate,Science,64,Pass
1190,Male,11,Intermediate,English,78,Pass
1190,Male,11,Intermediate,History,68,Pass
1190,Male,11,Intermediate,Computer Science,83,Pass
1191,Female,11,Beginner,Mathematics,27,Fail
1191,Female,11,Beginner,Science,47,Fail
1191,Female,11,Beginner,English,28,Fail
1191,Female,11,Beginner,History,48,Fail
1191,Female,11,Beginner,Computer Science,33,Fail
1192,Female,11,Beginner,Mathematics,25,Fail
1192,Female,11,Beginner,Science,49,Fail
1192,Female,11,Beginner,English,33,Fail
1192,Female,11,Beginner,History,43,Fail
1192,Female,11,Beginner,Computer Science,50,Pass
1193,Female,9,Beginner,Mathematics,45,Fail
1193,Female,9,Beginner,Science,41,Fail
1193,Female,9,Beginner,English,48,Fail
1193,Female,9,Beginner,History,42,Fail
1193,Female,9,Beginner,Computer Science,44,Fail
1194,Male,9,Advanced,Mathematics,88,Pass
1194,Male,9,Advanced,Science,89,Pass
1194,Male,9,Advanced,English,74,Pass
1194,Male,9,Advanced,History,85,Pass
1194,Male,9,Advanced,Computer Science,80,Pass
1195,Male,10,Beginner,Mathematics,26,Fail
1195,Male,10,Beginner,Science,31,Fail
1195,Male,10,Beginner,English,43,Fail
1195,Male,10,Beginner,History,40,Fail
1195,Male,10,Beginner,Computer Science,34,Fail
1196,Male,9,Beginner,Mathematics,31,Fail
1196,Male,9,Beginner,Science,62,Pass
1196,Male,9,Beginner,English,58,Pass
1196,Male,9,Beginner,History,57,Pass
1196,Male,9,Beginner,Computer Science,59,Pass
1197,Female,11,Beginner,Mathematics,60,Pass
1197,Female,11,Beginner,Science,42,Fail
1197,Female,11,Beginner,English,36,Fail
1197,Female,11,Beginner,History,56,Pass
1197,Female,11,Beginner,Computer Science,27,Fail
1198,Female,11,Intermediate,Mathematics,52,Pass
1198,Female,11,Intermediate,Science,74,Pass
1198,Female,11,Intermediate,English,45,Fail
1198,Female,11,Intermediate,History,65,Pass
1198,Female,11,Intermediate,Computer Science,70,Pass
1199,Female,12,Advanced,Mathematics,83,Pass
1199,Female,12,Advanced,Science,59,Pass
1199,Female,12,Advanced,English,65,Pass
1199,Female,12,Advanced,History,86,Pass
1199,Female,12,Advanced,Computer Science,76,Pass
1200,Male,12,Advanced,Mathematics,84,Pass
1200,Male,12,Advanced,Science,94,Pass
1200,Male,12,Advanced,English,97,Pass
1200,Male,12,Advanced,History,65,Pass
1200,Male,12,Advanced,Computer Science,86,Pass
